"F.ID","LAKE.ID","SITE.ID","METHOD","FCLASS","START.SEASON","END.SEASON","START.DATE","DURATION","TEMPERATURE","pH","O2.CAT","LIGHT.CAT","REPS","SRP.VALUE","SRP.UNITS","TDP.VALUE","TDP.UNITS","TP.VALUE","TP.UNITS","REF.ID","COMMENT","FLAG","FLAG.COMMENT"
"F0184","CRK","CRNW","OTHER MODEL","Lgross","SUMMER","","07/15/90 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,NA,"",NA,"",4.8,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0185","CRK","CRNW","OTHER MODEL","Lgross","WINTER","","01/15/91 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,NA,"",NA,"",0.9,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0186","CRK","CRNW","OTHER MODEL","Lgross","SUMMER","","07/15/91 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",4.6,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0187","CRK","CRNW","OTHER MODEL","Lgross","WINTER","","01/15/92 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,NA,"",NA,"",0.6,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0188","CRK","CRNW","OTHER MODEL","Lgross","SUMMER","","07/15/92 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",5,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0189","CRK","CRNW","OTHER MODEL","Lgross","SUMMER","","07/15/93 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",2.7,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0190","JEN","JENW","OTHER MODEL","Lgross","WINTER","","01/15/90 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,NA,"",NA,"",1.1,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0191","JEN","JENW","OTHER MODEL","Lgross","SUMMER","","07/15/90 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,NA,"",NA,"",6.3,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0192","JEN","JENW","OTHER MODEL","Lgross","WINTER","","01/15/91 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,NA,"",NA,"",0.2,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0193","JEN","JENW","OTHER MODEL","Lgross","SUMMER","","07/15/91 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,NA,"",NA,"",4.9,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0194","JEN","JENW","OTHER MODEL","Lgross","WINTER","","01/15/92 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",0.4,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0195","JEN","JENW","OTHER MODEL","Lgross","SUMMER","","07/15/92 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,NA,"",NA,"",4.3,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0196","JEN","JENW","OTHER MODEL","Lgross","SUMMER","","07/15/93 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,NA,"",NA,"",1.3,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0197","LOF","LOFW","OTHER MODEL","Lgross","WINTER","","01/15/90 00:00:00",NA,NA,9,"INSITU(ANOXIC)","INSITU",NA,NA,"",NA,"",1.6,"mg/m2/d","2001_Reedyk","pH in Fig1; release rates in Table 4",0,""
"F0198","LOF","LOFW","OTHER MODEL","Lgross","SUMMER","","07/15/90 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",1.4,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0199","LOF","LOFW","OTHER MODEL","Lgross","WINTER","","01/15/91 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,NA,"",NA,"",1.5,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0200","LOF","LOFW","OTHER MODEL","Lgross","SUMMER","","07/15/91 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",1,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0201","LOF","LOFW","OTHER MODEL","Lgross","WINTER","","01/15/92 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,NA,"",NA,"",0.4,"mg/m2/d","2001_Reedyk","release rates in Table 4",1,"WLE: lime added in Jul-1992"
"F0202","LOF","LOFW","OTHER MODEL","Lgross","SUMMER","","07/15/92 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",2,"mg/m2/d","2001_Reedyk","release rates in Table 4",1,"WLE: lime added in Jul-1992"
"F0203","LOF","LOFW","OTHER MODEL","Lgross","SUMMER","","07/15/93 00:00:00",NA,NA,10,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",0.6,"mg/m2/d","2001_Reedyk","release rates in Table 4",1,"WLE: lime added in Jul-1992"
"F0204","NHF","NHFW","OTHER MODEL","Lgross","WINTER","","01/15/90 00:00:00",NA,NA,8,"INSITU(ANOXIC)","INSITU",NA,NA,"",NA,"",3.7,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0205","NHF","NHFW","OTHER MODEL","Lgross","SUMMER","","07/15/90 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",2.4,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0206","NHF","NHFW","OTHER MODEL","Lgross","WINTER","","01/15/91 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,NA,"",NA,"",0.6,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0207","NHF","NHFW","OTHER MODEL","Lgross","SUMMER","","07/15/91 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",1.9,"mg/m2/d","2001_Reedyk","release rates in Table 4",1,"WHE: lime added in July 1991"
"F0208","NHF","NHFW","OTHER MODEL","Lgross","WINTER","","01/15/92 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,NA,"",NA,"",1.4,"mg/m2/d","2001_Reedyk","release rates in Table 4",1,"WHE: lime added in July 1991"
"F0209","NHF","NHFW","OTHER MODEL","Lgross","SUMMER","","07/15/92 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",1.4,"mg/m2/d","2001_Reedyk","release rates in Table 4",1,"WHE: lime added in July 1991"
"F0210","NHF","NHFW","OTHER MODEL","Lgross","SUMMER","","07/15/93 00:00:00",NA,NA,9,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",0.5,"mg/m2/d","2001_Reedyk","release rates in Table 4",1,"WHE: lime added in July 1991"
"F0211","ERI","WBMM","CORE INCUBATION","Lgross","SUMMER","","07/30/06 00:00:00",6,28,NA,"OXIC","LIGHT",6,1.14,"mg/m2/d",NA,"",NA,"","2010_Chaffin","SEDIMENT AND HEXIGENIA; release rates on p60; RR likely based on water SRP samples",0,""
"F0212","ERI","WBMS","CORE INCUBATION","Lgross","SUMMER","","07/30/06 00:00:00",6,28,NA,"OXIC","LIGHT",6,0.12,"mg/m2/d",NA,"",NA,"","2010_Chaffin","SEDIMENT; release rates on p60; RR likely based on water SRP samples",0,""
"F0213","ERI","WBMW","CORE INCUBATION","Lgross","SUMMER","","07/30/06 00:00:00",6,28,NA,"OXIC","LIGHT",6,0,"mg/m2/d",NA,"",NA,"","2010_Chaffin","WATER ONLY; release rates on p60; RR likely based on water SRP samples",1,"mesocosm: Water only treatment"
"F0214","NAI","NAID","OTHER MODEL","Lnet","SUMMER","","06/02/10 00:00:00",96,NA,NA,"ANOXIC","INSITU",NA,NA,"",NA,"",4,"mg/m2/d","2012_Labrecque","sediment mass balance described on p82; anoxia assumed based on Figure 2b",0,""
"F0215","NAI","NAID","OTHER MODEL","Lnet","SUMMER","","06/02/10 00:00:00",96,NA,NA,"ANOXIC","INSITU",NA,NA,"",NA,"",3.89,"mg/m2/d","2012_Labrecque","water mass balance described on p83; anoxia assumed based on Figure 2b",0,""
"F0216","WIN","26SW","CORE INCUBATION","Lgross","FALL","","10/03/10 00:00:00",20,22,NA,"HYPOXIC","DARK",3,NA,"",NA,"",10.5035872398802,"mg/m2/d","2013_Loh","core dimensions: 0.6m high, 8.6cm diameter; release rate determined following Psenner 1984 with modifications; sequential extractions; RR adjusted to 20C; Fe flux measured; release rate data given for days 0-3, 3-9, 0-9, 9-16, and 16-20 was weighted and c",0,""
"F0217","WIN","26SW","CORE INCUBATION","Lgross","SUMMER","","07/28/11 00:00:00",10,22,8.1,"HYPOXIC","DARK",3,NA,"",NA,"",6.586,"mg/m2/d","2013_Loh","core dimensions: 0.6m high, 8.6cm diameter; release rate determined following Psenner 1984 with modifications; sequential extractions; RR adjusted to 20C; Fe flux measured; release rate data given for days 0-3, 3-9, 0-9, 9-16, and 16-20 was weighted and c",0,""
"F0218","SIM","COC9","CORE INCUBATION","Lgross","SPRING","","05/11/11 00:00:00",19,22,8.6,"HYPOXIC","DARK",2,NA,"",NA,"",2.86644203405755,"mg/m2/d","2013_Loh","core dimensions: 0.6m high, 8.6cm diameter; release rate determined following Psenner 1984 with modifications; sequential extractions; RR adjusted to 20C; Fe flux measured; release rate data given for days 0-3, 3-9, 0-9, 9-16, and 16-20 was weighted and c",0,""
"F0219","ONH","HH10","CORE INCUBATION","Lgross","SUMMER","","07/06/11 00:00:00",20,22,9.2,"HYPOXIC","DARK",3,NA,"",NA,"",0.792201738034073,"mg/m2/d","2013_Loh","core dimensions: 0.6m high, 8.6cm diameter; release rate determined following Psenner 1984 with modifications; sequential extractions; RR adjusted to 20C; Fe flux measured; release rate data given for days 0-3, 3-9, 0-9, 9-16, and 16-20 was weighted and c",0,""
"F0220","ONH","HH90","CORE INCUBATION","Lgross","SUMMER","","07/06/11 00:00:00",20,22,8.1,"HYPOXIC","DARK",3,NA,"",NA,"",0.519844994512132,"mg/m2/d","2013_Loh","core dimensions: 0.6m high, 8.6cm diameter; release rate determined following Psenner 1984 with modifications; sequential extractions; RR adjusted to 20C; Fe flux measured; release rate data given for days 0-3, 3-9, 0-9, 9-16, and 16-20 was weighted and c",0,""
"F0221","SIM","K39S","CORE INCUBATION","Lgross","SPRING","","05/10/11 00:00:00",19,22,8.4,"HYPOXIC","DARK",3,NA,"",NA,"",7.29807654400891,"mg/m2/d","2013_Loh","core dimensions: 0.6m high, 8.6cm diameter; release rate determined following Psenner 1984 with modifications; sequential extractions; RR adjusted to 20C; Fe flux measured; release rate data given for days 0-3, 3-9, 0-9, 9-16, and 16-20 was weighted and c",0,""
"F0222","SIM","K39S","CORE INCUBATION","Lgross","FALL","","10/04/11 00:00:00",23,22,7.8,"HYPOXIC","DARK",3,NA,"",NA,"",5.75304347826087,"mg/m2/d","2013_Loh","core dimensions: 0.6m high, 8.6cm diameter; release rate determined following Psenner 1984 with modifications; sequential extractions; RR adjusted to 20C; Fe flux measured; release rate data given for days 0-3, 3-9, 0-9, 9-16, and 16-20 was weighted and c",0,""
"F0223","SIM","K42S","CORE INCUBATION","Lgross","SPRING","","05/10/11 00:00:00",19,22,8.6,"HYPOXIC","DARK",3,NA,"",NA,"",4.79766229171535,"mg/m2/d","2013_Loh","core dimensions: 0.6m high, 8.6cm diameter; release rate determined following Psenner 1984 with modifications; sequential extractions; RR adjusted to 20C; Fe flux measured; release rate data given for days 0-3, 3-9, 0-9, 9-16, and 16-20 was weighted and c",0,""
"F0224","SIM","K42S","CORE INCUBATION","Lgross","FALL","","10/04/11 00:00:00",23,22,8,"HYPOXIC","DARK",3,NA,"",NA,"",8.63483607396355,"mg/m2/d","2013_Loh","core dimensions: 0.6m high, 8.6cm diameter; release rate determined following Psenner 1984 with modifications; sequential extractions; RR adjusted to 20C; Fe flux measured; release rate data given for days 0-3, 3-9, 0-9, 9-16, and 16-20 was weighted and c",0,""
"F0225","SIM","K45S","CORE INCUBATION","Lgross","SPRING","","05/10/11 00:00:00",19,22,8.5,"HYPOXIC","DARK",3,NA,"",NA,"",4.58359074587398,"mg/m2/d","2013_Loh","core dimensions: 0.6m high, 8.6cm diameter; release rate determined following Psenner 1984 with modifications; sequential extractions; RR adjusted to 20C; Fe flux measured; release rate data given for days 0-3, 3-9, 0-9, 9-16, and 16-20 was weighted and c",0,""
"F0226","SIM","K45S","CORE INCUBATION","Lgross","FALL","","10/04/11 00:00:00",23,22,8,"HYPOXIC","DARK",3,NA,"",NA,"",6.78648982127988,"mg/m2/d","2013_Loh","core dimensions: 0.6m high, 8.6cm diameter; release rate determined following Psenner 1984 with modifications; sequential extractions; RR adjusted to 20C; Fe flux measured; release rate data given for days 0-3, 3-9, 0-9, 9-16, and 16-20 was weighted and c",0,""
"F0227","SIM","MA15","CORE INCUBATION","Lgross","SPRING","","05/11/11 00:00:00",19,22,8.5,"HYPOXIC","DARK",3,NA,"",NA,"",2.81364432764612,"mg/m2/d","2013_Loh","core dimensions: 0.6m high, 8.6cm diameter; release rate determined following Psenner 1984 with modifications; sequential extractions; RR adjusted to 20C; Fe flux measured; release rate data given for days 0-3, 3-9, 0-9, 9-16, and 16-20 was weighted and c",0,""
"F0228","WIN","W1WI","CORE INCUBATION","Lgross","FALL","","10/02/10 00:00:00",20,22,NA,"HYPOXIC","DARK",3,NA,"",NA,"",22.8040404270418,"mg/m2/d","2013_Loh","core dimensions: 0.6m high, 8.6cm diameter; release rate determined following Psenner 1984 with modifications; sequential extractions; RR adjusted to 20C; Fe flux measured; release rate data given for days 0-3, 3-9, 0-9, 9-16, and 16-20 was weighted and c",0,""
"F0229","WIN","W3WI","CORE INCUBATION","Lgross","FALL","","10/01/10 00:00:00",20,22,NA,"HYPOXIC","DARK",3,NA,"",NA,"",14.5122606796262,"mg/m2/d","2013_Loh","core dimensions: 0.6m high, 8.6cm diameter; release rate determined following Psenner 1984 with modifications; sequential extractions; RR adjusted to 20C; Fe flux measured; release rate data given for days 0-3, 3-9, 0-9, 9-16, and 16-20 was weighted and c",0,""
"F0230","WIN","W3WI","CORE INCUBATION","Lgross","SUMMER","","07/29/11 00:00:00",10,22,8,"HYPOXIC","DARK",3,NA,"",NA,"",7.816,"mg/m2/d","2013_Loh","core dimensions: 0.6m high, 8.6cm diameter; release rate determined following Psenner 1984 with modifications; sequential extractions; RR adjusted to 20C; Fe flux measured; release rate data given for days 0-3, 3-9, 0-9, 9-16, and 16-20 was weighted and c",0,""
"F0231","WIN","W4WI","CORE INCUBATION","Lgross","FALL","","10/08/10 00:00:00",20,22,NA,"HYPOXIC","DARK",3,NA,"",NA,"",11.7811815296531,"mg/m2/d","2013_Loh","core dimensions: 0.6m high, 8.6cm diameter; release rate determined following Psenner 1984 with modifications; sequential extractions; RR adjusted to 20C; Fe flux measured; release rate data given for days 0-3, 3-9, 0-9, 9-16, and 16-20 was weighted and c",0,""
"F0232","WIN","W6WI","CORE INCUBATION","Lgross","FALL","","10/03/10 00:00:00",20,22,NA,"HYPOXIC","DARK",3,NA,"",NA,"",10.8781713044884,"mg/m2/d","2013_Loh","core dimensions: 0.6m high, 8.6cm diameter; release rate determined following Psenner 1984 with modifications; sequential extractions; RR adjusted to 20C; Fe flux measured; release rate data given for days 0-3, 3-9, 0-9, 9-16, and 16-20 was weighted and c",0,""
"F0233","WIN","W6WI","CORE INCUBATION","Lgross","SUMMER","","07/30/11 00:00:00",10,22,8,"HYPOXIC","DARK",3,NA,"",NA,"",6.788,"mg/m2/d","2013_Loh","core dimensions: 0.6m high, 8.6cm diameter; release rate determined following Psenner 1984 with modifications; sequential extractions; RR adjusted to 20C; Fe flux measured; release rate data given for days 0-3, 3-9, 0-9, 9-16, and 16-20 was weighted and c",0,""
"F0600","SIM","COOD","POREWATER PROFILE","Lgross","FALL","","09/01/11 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,NA,"",0.31,"mg/m2/d",NA,"","2013_Dittrich","",0,""
"F0601","CHA","MISS","POREWATER PROFILE","Lgross","SPRING","","05/20/08 00:00:00",30,NA,7.475,"INSITU(ANOXIC)","INSITU",NA,0.266666667,"mg/m2/d",NA,"",NA,"","2011_Smith","pH averaged from 2009 values; P Flux from table 4, calculated per day",0,""
"F0602","CHA","MISS","POREWATER PROFILE","Lgross","SPRING","","05/20/08 00:00:00",36,NA,7.475,"INSITU(ANOXIC)","INSITU",NA,6.527777778,"mg/m2/d",NA,"",NA,"","2011_Smith","pH averaged from 2009 values; P Flux from table 4, calculated per day",0,""
"F0603","CHA","MISS","POREWATER PROFILE","Lgross","SPRING","","05/20/08 00:00:00",72,NA,7.14,"INSITU(ANOXIC)","INSITU",NA,4.319444444,"mg/m2/d",NA,"",NA,"","2011_Smith","pH averaged from 2009 values; P Flux from table 4, calculated per day",0,""
"F0604","CHA","MISS","POREWATER PROFILE","Lgross","SPRING","","05/20/08 00:00:00",100,NA,7.14,"INSITU(ANOXIC)","INSITU",NA,2.49,"mg/m2/d",NA,"",NA,"","2011_Smith","pH averaged from 2009 values; P Flux from table 4, calculated per day",0,""
"F0605","CHA","MISS","POREWATER PROFILE","Lgross","SPRING","","05/20/08 00:00:00",134,NA,7.14,"INSITU(ANOXIC)","INSITU",NA,2.64179104477612,"mg/m2/d",NA,"",NA,"","2011_Smith","pH averaged from 2009 values; P Flux from table 4, calculated per day",0,""
"F0606","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/80 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",197,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0607","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/81 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",122,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0608","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/82 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",100,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0609","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/83 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",411,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0610","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/84 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",420,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0611","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/85 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",144,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0612","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/86 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-4,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0613","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/87 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",131,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0614","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/88 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-22,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0615","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/89 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",287,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0616","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/90 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",283,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0617","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/91 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",165,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0618","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/92 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",131,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0619","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/93 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",368,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0620","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/94 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",516,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0621","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/95 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",183,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0622","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/96 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",52,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0623","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/97 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",173,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0624","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/98 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-8,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0625","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/99 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-27,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0626","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/00 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",157,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0627","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/01 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",72,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0628","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/02 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",232,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0629","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/03 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",101,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0630","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/04 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-17,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0631","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/05 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",79,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0632","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/06 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",108,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0633","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/07 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",103,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0634","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/08 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-13,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0635","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/09 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",95,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0636","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/10 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",123,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0637","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/11 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",165,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0638","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/00 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",227,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
"F0639","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/01 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",69,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
"F0640","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/02 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",169,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
"F0641","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/03 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",118,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
"F0642","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/04 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",29,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
"F0643","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/05 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",76,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
